NAMESPACE            NAME                                                              READY   STATUS      RESTARTS        AGE     IP            NODE       NOMINATED NODE   READINESS GATES
services             cfs-2dd1e454-934e-40db-9bcb-ba743e863337-l5vnw                    0/4     Completed   0               41h     10.46.0.11    ncn-w005   <none>           <none>
services             cfs-390b0d81-828a-438c-b673-f1d8bdbbbc5c-q2cwj                    0/4     Completed   0               36h     10.46.0.14    ncn-w005   <none>           <none>
services             cfs-471a6305-5786-4408-bd9b-764db1211e93-74x67                    0/4     Completed   0               36h     10.46.0.11    ncn-w005   <none>           <none>
services             cfs-5d7c1f99-aa10-4813-95c4-fd3e2800b8da-btrvq                    0/3     Completed   0               23h     10.46.0.15    ncn-w005   <none>           <none>
services             cfs-5efc1116-6d11-4d22-859f-693a507c259d-dn646                    0/4     Completed   0               38h     10.46.0.16    ncn-w005   <none>           <none>
services             cfs-6090a5ab-bc75-450e-80d7-a99d4554f5e3-gsnft                    0/3     Completed   0               43h     10.46.0.16    ncn-w005   <none>           <none>
services             cfs-706afe9a-8338-4f74-8d46-3fcff592eb15-8dbs9                    0/4     Completed   0               14h     10.46.0.14    ncn-w005   <none>           <none>
services             cfs-8490e47f-59af-4439-bfbd-517a35552c3e-l69hj                    0/4     Completed   0               17h     10.46.0.14    ncn-w005   <none>           <none>
services             cfs-89cb8547-b95c-4bd5-89f8-c0f0929c5077-bzwg2                    0/3     Completed   0               3d20h   10.44.0.18    ncn-w003   <none>           <none>
services             cfs-abe3da23-b5f6-4dcd-9bf9-7f451c5743c3-69qrh                    0/4     Completed   0               12h     10.46.0.29    ncn-w005   <none>           <none>
services             cfs-ara-7f56fdf8b4-k5snh                                          2/2     Running     1 (9d ago)      9d      10.36.0.47    ncn-w001   <none>           <none>
services             cfs-ara-postgres-0                                                3/3     Running     0               3d20h   10.41.0.27    ncn-w004   <none>           <none>
services             cfs-ara-postgres-1                                                3/3     Running     0               43h     10.46.0.24    ncn-w005   <none>           <none>
