NAMESPACE            NAME                                                                  READY   STATUS      RESTARTS        AGE
services         service/cray-dns-unbound-udp-nmn                          LoadBalancer   10.30.26.188    10.92.100.225                                 53:32024/UDP                                                              10d
services         service/cray-dns-unbound-udp-nmn-local-1                  LoadBalancer   10.23.179.123   10.92.100.224                                 53:30058/UDP                                                              10d
services         service/cray-dns-unbound-udp-nmn-local-2                  LoadBalancer   10.20.181.111   10.92.100.223                                 53:30741/UDP                                                              10d
services         service/cray-externaldns-external-dns                     ClusterIP      10.20.136.177   <none>                                        7979/TCP                                                                  10d
services         service/cray-fas                                          ClusterIP      10.29.4.65      <none>                                        80/TCP                                                                    10d
services         service/cray-fas-bitnami-etcd                             ClusterIP      10.27.171.205   <none>                                        2379/TCP,2380/TCP                                                         10d
services         service/cray-fas-bitnami-etcd-headless                    ClusterIP      None            <none>                                        2379/TCP,2380/TCP                                                         10d
services         service/cray-hbtd                                         ClusterIP      10.18.43.50     <none>                                        80/TCP                                                                    10d
services         service/cray-hbtd-bitnami-etcd                            ClusterIP      10.20.227.33    <none>                                        2379/TCP,2380/TCP                                                         10d
services         service/cray-hbtd-bitnami-etcd-headless                   ClusterIP      None            <none>                                        2379/TCP,2380/TCP                                                         10d
services         service/cray-hmnfd                                        ClusterIP      10.31.33.221    <none>                                        80/TCP                                                                    10d
services         service/cray-hmnfd-bitnami-etcd                           ClusterIP      10.26.164.127   <none>                                        2379/TCP,2380/TCP                                                         10d
services         service/cray-hmnfd-bitnami-etcd-headless                  ClusterIP      None            <none>                                        2379/TCP,2380/TCP                                                         10d
services         service/cray-hms-hmcollector-ingress                      ClusterIP      10.20.7.221     <none>                                        80/TCP                                                                    10d
services         service/cray-hms-rts                                      ClusterIP      10.29.159.136   <none>                                        80/TCP,443/TCP                                                            10d
services         service/cray-hms-rts-snmp                                 ClusterIP      10.25.70.101    <none>                                        80/TCP,443/TCP                                                            10d
services         service/cray-ims                                          ClusterIP      10.20.160.92    <none>                                        80/TCP                                                                    10d
services         service/cray-keycloak-headless                            ClusterIP      None            <none>                                        80/TCP                                                                    10d
services         service/cray-keycloak-http                                ClusterIP      10.22.210.198   <none>                                        80/TCP,8443/TCP                                                           10d
services         service/cray-meds                                         ClusterIP      10.17.248.57    <none>                                        80/TCP                                                                    10d
services         service/cray-oauth2-proxies-customer-access-ingress       LoadBalancer   10.31.245.171   <pending>                                     443:31196/TCP                                                             10d
services         service/cray-oauth2-proxies-customer-high-speed-ingress   LoadBalancer   10.23.57.16     10.102.193.225                                443:31541/TCP                                                             10d
services         service/cray-oauth2-proxies-customer-management-ingress   LoadBalancer   10.24.248.195   10.102.193.66                                 443:31441/TCP                                                             10d
services         service/cray-postgres-operator                            ClusterIP      10.29.19.205    <none>                                        8080/TCP                                                                  10d
services         service/cray-power-control                                ClusterIP      10.27.234.33    <none>                                        80/TCP                                                                    10d
services         service/cray-power-control-bitnami-etcd                   ClusterIP      10.31.129.175   <none>                                        2379/TCP,2380/TCP                                                         10d
services         service/cray-power-control-bitnami-etcd-headless          ClusterIP      None            <none>                                        2379/TCP,2380/TCP                                                         10d
services         service/cray-powerdns-manager                             ClusterIP      10.23.77.155    <none>                                        80/TCP                                                                    10d
services         service/cray-scsd                                         ClusterIP      10.25.80.110    <none>                                        80/TCP                                                                    10d
services         service/cray-shared-kafka-kafka-bootstrap                 ClusterIP      10.16.18.177    <none>                                        9091/TCP,9092/TCP                                                         10d
services         service/cray-shared-kafka-kafka-brokers                   ClusterIP      None            <none>                                        9090/TCP,9091/TCP,8443/TCP,9092/TCP                                       10d
services         service/cray-shared-kafka-zookeeper-client                ClusterIP      10.16.14.144    <none>                                        2181/TCP                                                                  10d
services         service/cray-shared-kafka-zookeeper-nodes                 ClusterIP      None            <none>                                        2181/TCP,2888/TCP,3888/TCP                                                10d
services         service/cray-sls                                          ClusterIP      10.21.80.132    <none>                                        80/TCP                                                                    10d
services         service/cray-sls-postgres                                 ClusterIP      10.16.75.201    <none>                                        5432/TCP                                                                  10d
services         service/cray-sls-postgres-0                               ClusterIP      10.22.221.149   <none>                                        5432/TCP                                                                  10d
services         service/cray-sls-postgres-1                               ClusterIP      10.28.41.61     <none>                                        5432/TCP                                                                  10d
services         service/cray-sls-postgres-2                               ClusterIP      10.19.158.68    <none>                                        5432/TCP                                                                  10d
services         service/cray-sls-postgres-config                          ClusterIP      None            <none>                                        <none>                                                                    10d
services         service/cray-sls-postgres-repl                            ClusterIP      10.29.49.141    <none>                                        5432/TCP                                                                  10d
services         service/cray-smd                                          ClusterIP      10.20.81.97     <none>                                        80/TCP                                                                    10d
services         service/cray-smd-postgres                                 ClusterIP      10.18.144.217   <none>                                        5432/TCP                                                                  10d
services         service/cray-smd-postgres-0                               ClusterIP      10.19.180.101   <none>                                        5432/TCP                                                                  10d
services         service/cray-smd-postgres-1                               ClusterIP      10.26.112.203   <none>                                        5432/TCP                                                                  10d
services         service/cray-smd-postgres-2                               ClusterIP      10.25.77.196    <none>                                        5432/TCP                                                                  10d
services         service/cray-smd-postgres-config                          ClusterIP      None            <none>                                        <none>                                                                    10d
services         service/cray-smd-postgres-repl                            ClusterIP      10.31.188.98    <none>                                        5432/TCP                                                                  10d
services         service/cray-sts                                          ClusterIP      10.31.99.138    <none>                                        80/TCP                                                                    10d
services         service/cray-sysmgmt-health-dhcp-kea-exporter             ClusterIP      10.25.208.112   <none>                                        8080/TCP                                                                  10d
services         service/cray-sysmgmt-health-gitea-vcs-postgres-exporter   ClusterIP      10.21.16.69     <none>                                        9187/TCP                                                                  10d
services         service/cray-sysmgmt-health-keycloak-postgres-exporter    ClusterIP      10.25.250.141   <none>                                        9187/TCP                                                                  10d
services         service/cray-sysmgmt-health-rm-pals-postgres-exporter     ClusterIP      10.30.116.27    <none>                                        9187/TCP                                                                  10d
services         service/cray-sysmgmt-health-sls-postgres-exporter         ClusterIP      10.29.101.165   <none>                                        9187/TCP                                                                  10d
services         service/cray-sysmgmt-health-smd-postgres-exporter         ClusterIP      10.22.25.123    <none>                                        9187/TCP                                                                  10d
services         service/cray-tapms                                        ExternalName   <none>          cray-tapms.tapms-operator.svc.cluster.local   <none>                                                                    10d
services         service/cray-tftp                                         LoadBalancer   10.24.43.247    10.92.100.60                                  69:30490/UDP                                                              10d
services         service/cray-tftp-hmn                                     LoadBalancer   10.18.114.248   10.94.100.60                                  69:30507/UDP                                                              10d
services         service/gitea-vcs                                         ClusterIP      10.20.129.102   <none>                                        80/TCP                                                                    10d
services         service/gitea-vcs-postgres                                ClusterIP      10.26.167.164   <none>                                        5432/TCP                                                                  10d
services         service/gitea-vcs-postgres-0                              ClusterIP      10.18.133.226   <none>                                        5432/TCP                                                                  10d
services         service/gitea-vcs-postgres-1                              ClusterIP      10.29.140.123   <none>                                        5432/TCP                                                                  10d
services         service/gitea-vcs-postgres-2                              ClusterIP      10.23.171.218   <none>                                        5432/TCP                                                                  10d
services         service/gitea-vcs-postgres-config                         ClusterIP      None            <none>                                        <none>                                                                    10d
services         service/gitea-vcs-postgres-repl                           ClusterIP      10.25.168.148   <none>                                        5432/TCP                                                                  10d
services         service/keycloak                                          ClusterIP      10.22.176.2     <none>                                        8080/TCP                                                                  10d
services         service/keycloak-postgres                                 ClusterIP      10.19.46.5      <none>                                        5432/TCP                                                                  10d
services         service/keycloak-postgres-0                               ClusterIP      10.22.216.203   <none>                                        5432/TCP                                                                  10d
services         service/keycloak-postgres-1                               ClusterIP      10.18.236.180   <none>                                        5432/TCP                                                                  10d
services         service/keycloak-postgres-2                               ClusterIP      10.20.36.121    <none>                                        5432/TCP                                                                  10d
services         service/keycloak-postgres-config                          ClusterIP      None            <none>                                        <none>                                                                    10d
services         service/keycloak-postgres-repl                            ClusterIP      10.20.181.125   <none>                                        5432/TCP                                                                  10d
services         service/nmdv2-service                                     ClusterIP      10.19.251.59    <none>                                        80/TCP                                                                    3d17h
services         service/slingshot-fabric-manager                          ClusterIP      10.31.211.58    <none>                                        80/TCP                                                                    3d17h
services         service/x3000c0h12s1-rts                                  ClusterIP      10.19.228.58    <none>                                        8083/TCP,8082/TCP                                                         10d
services         service/x3000c0h13s1-rts                                  ClusterIP      10.24.52.114    <none>                                        8083/TCP,8082/TCP                                                         10d
services         service/x3000c0w14-rts                                    ClusterIP      10.28.195.117   <none>                                        8083/TCP,8082/TCP                                                         10d
sma              service/cray-sysmgmt-health-sma-postgres-exporter         ClusterIP      10.18.255.230   <none>                                        9187/TCP                                                                  10d
spire            service/cray-spire-cluster                                LoadBalancer   10.19.124.133   10.92.100.84                                  8081:32162/TCP                                                            10d
spire            service/cray-spire-jwks                                   ClusterIP      10.31.128.99    <none>                                        80/TCP                                                                    10d
spire            service/cray-spire-local                                  LoadBalancer   10.23.192.136   10.92.100.83                                  8081:31458/TCP                                                            10d
spire            service/cray-spire-postgres                               ClusterIP      10.19.177.43    <none>                                        5432/TCP                                                                  10d
spire            service/cray-spire-postgres-0                             ClusterIP      10.29.130.227   <none>                                        5432/TCP                                                                  10d
spire            service/cray-spire-postgres-1                             ClusterIP      10.26.80.56     <none>                                        5432/TCP                                                                  10d
spire            service/cray-spire-postgres-2                             ClusterIP      10.28.237.94    <none>                                        5432/TCP                                                                  10d
spire            service/cray-spire-postgres-config                        ClusterIP      None            <none>                                        <none>                                                                    10d
spire            service/cray-spire-postgres-pooler                        ClusterIP      10.25.205.147   <none>                                        5432/TCP                                                                  10d
spire            service/cray-spire-postgres-repl                          ClusterIP      10.21.187.193   <none>                                        5432/TCP                                                                  10d
spire            service/cray-spire-server                                 ClusterIP      10.24.39.195    <none>                                        8081/TCP                                                                  10d
spire            service/cray-spire-tokens                                 ClusterIP      10.29.25.91     <none>                                        54440/TCP                                                                 10d
spire            service/cray-sysmgmt-health-spire-postgres-exporter       ClusterIP      10.26.62.172    <none>                                        9187/TCP                                                                  10d
spire            service/spire-bundle                                      ClusterIP      10.23.108.161   <none>                                        8080/TCP                                                                  10d
spire            service/spire-jwks                                        ClusterIP      10.29.241.245   <none>                                        80/TCP                                                                    10d
spire            service/spire-lb                                          LoadBalancer   10.25.96.44     10.92.100.82                                  8081:31694/TCP                                                            10d
spire            service/spire-postgres                                    ClusterIP      10.22.61.217    <none>                                        5432/TCP                                                                  10d
spire            service/spire-postgres-0                                  ClusterIP      10.24.19.48     <none>                                        5432/TCP                                                                  10d
spire            service/spire-postgres-1                                  ClusterIP      10.25.98.17     <none>                                        5432/TCP                                                                  10d
spire            service/spire-postgres-2                                  ClusterIP      10.20.165.138   <none>                                        5432/TCP                                                                  10d
spire            service/spire-postgres-config                             ClusterIP      None            <none>                                        <none>                                                                    10d
spire            service/spire-postgres-pooler                             ClusterIP      10.30.243.44    <none>                                        5432/TCP                                                                  10d
spire            service/spire-postgres-repl                               ClusterIP      10.30.151.155   <none>                                        5432/TCP                                                                  10d
spire            service/spire-server                                      ClusterIP      10.23.251.237   <none>                                        8081/TCP                                                                  10d
spire            service/spire-tokens                                      ClusterIP      10.22.115.182   <none>                                        54440/TCP                                                                 10d
spire            service/tpm-provisioner                                   ClusterIP      10.31.39.101    <none>                                        8080/TCP                                                                  10d
sysmgmt-health   service/cray-sysmgmt-health-canu-test                     ClusterIP      10.21.61.76     <none>                                        9144/TCP                                                                  10d
sysmgmt-health   service/cray-sysmgmt-health-ceph-exporter                 ClusterIP      None            <none>                                        9283/TCP                                                                  10d
sysmgmt-health   service/cray-sysmgmt-health-ceph-node-exporter            ClusterIP      None            <none>                                        9100/TCP                                                                  10d
sysmgmt-health   service/cray-sysmgmt-health-grafana                       ClusterIP      10.24.159.189   <none>                                        80/TCP                                                                    10d
sysmgmt-health   service/cray-sysmgmt-health-grok-exporter                 ClusterIP      10.17.146.9     <none>                                        9144/TCP                                                                  10d
sysmgmt-health   service/cray-sysmgmt-health-kube-state-metrics            ClusterIP      10.26.222.174   <none>                                        8080/TCP                                                                  10d
sysmgmt-health   service/cray-sysmgmt-health-logstash-exporter             ClusterIP      10.29.72.132    <none>                                        9198/TCP                                                                  10d
sysmgmt-health   service/cray-sysmgmt-health-prometheus-node-exporter      ClusterIP      10.16.139.55    <none>                                        9100/TCP                                                                  10d
sysmgmt-health   service/cray-sysmgmt-health-prometheus-snmp-exporter      ClusterIP      10.26.237.69    <none>                                        9116/TCP                                                                  10d
sysmgmt-health   service/cray-sysmgmt-health-redfish-exporter              ClusterIP      10.17.164.127   <none>                                        9220/TCP                                                                  10d
sysmgmt-health   service/cray-sysmgmt-health-victoria-metrics-operator     ClusterIP      10.25.19.188    <none>                                        8080/TCP,443/TCP                                                          10d
sysmgmt-health   service/vmagent-vms                                       ClusterIP      10.19.206.69    <none>                                        8429/TCP                                                                  10d
sysmgmt-health   service/vmalert-vms                                       ClusterIP      10.18.60.163    <none>                                        8080/TCP                                                                  10d
sysmgmt-health   service/vmalertmanager-vms                                ClusterIP      None            <none>                                        9093/TCP,9094/TCP,9094/UDP                                                10d
sysmgmt-health   service/vminsert-vms                                      ClusterIP      10.29.109.129   <none>                                        8480/TCP                                                                  10d
sysmgmt-health   service/vmselect-vms                                      ClusterIP      None            <none>                                        8481/TCP                                                                  10d
sysmgmt-health   service/vmstorage-vms                                     ClusterIP      None            <none>                                        8482/TCP,8400/TCP,8401/TCP                                                10d
tapms-operator   service/cray-tapms                                        ClusterIP      10.27.103.125   <none>                                        80/TCP                                                                    10d
tapms-operator   service/tapms-webhook-service                             ClusterIP      10.25.74.213    <none>                                        443/TCP                                                                   10d
vault            service/cray-vault                                        ClusterIP      10.25.123.221   <none>                                        8200/TCP,8201/TCP,9091/TCP,9102/TCP                                       10d
vault            service/cray-vault-0                                      ClusterIP      10.23.180.228   <none>                                        8200/TCP,8201/TCP,9091/TCP                                                10d
vault            service/cray-vault-1                                      ClusterIP      10.21.196.193   <none>                                        8200/TCP,8201/TCP,9091/TCP                                                10d
vault            service/cray-vault-2                                      ClusterIP      10.29.237.141   <none>                                        8200/TCP,8201/TCP,9091/TCP                                                10d
vault            service/cray-vault-configurer                             ClusterIP      10.19.1.78      <none>                                        9091/TCP                                                                  10d
vault            service/cray-vault-operator                               ClusterIP      10.23.132.99    <none>                                        80/TCP,8383/TCP                                                           10d
velero           service/cray-velero                                       ClusterIP      10.24.2.75      <none>                                        8085/TCP                                                                  10d

NAMESPACE        NAME                                                          DESIRED   CURRENT   READY   UP-TO-DATE   AVAILABLE   NODE SELECTOR            AGE
ceph-cephfs      daemonset.apps/cray-ceph-csi-cephfs-nodeplugin                5         5         5       5            5           <none>                   10d
ceph-rbd         daemonset.apps/cray-ceph-csi-rbd-nodeplugin                   5         5         5       5            5           <none>                   10d
kube-system      daemonset.apps/cray-k8s-encryption                            3         3         3       3            3           <none>                   10d
kube-system      daemonset.apps/kube-multus-ds                                 8         8         8       8            8           <none>                   10d
kube-system      daemonset.apps/kube-proxy                                     8         8         8       8            8           kubernetes.io/os=linux   10d
kube-system      daemonset.apps/node-problem-detector                          8         8         8       8            8           <none>                   10d
kube-system      daemonset.apps/weave-net                                      8         8         8       8            8           <none>                   10d
metallb-system   daemonset.apps/metallb-speaker                                8         8         8       8            8           kubernetes.io/os=linux   10d
nexus            daemonset.apps/cray-precache-images                           5         5         5       5            5           <none>                   10d
opa              daemonset.apps/cray-opa-ingressgateway                        5         5         5       5            5           <none>                   10d
opa              daemonset.apps/cray-opa-ingressgateway-customer-admin         5         5         5       5            5           <none>                   10d
opa              daemonset.apps/cray-opa-ingressgateway-customer-user          5         5         5       5            5           <none>                   10d
opa              daemonset.apps/cray-opa-ingressgateway-hmn                    5         5         5       5            5           <none>                   10d
services         daemonset.apps/cray-node-discovery                            5         5         5       5            5           <none>                   10d
services         daemonset.apps/cray-tftp-modprobe                             5         5         5       5            5           <none>                   10d
services         daemonset.apps/sonar-jobs-watcher                             5         5         5       5            5           <none>                   10d
spire            daemonset.apps/cray-spire-agent                               5         5         5       5            5           <none>                   10d
spire            daemonset.apps/request-ncn-join-token                         8         8         8       8            8           <none>                   10d
spire            daemonset.apps/spire-agent                                    5         5         5       5            5           <none>                   10d
sysmgmt-health   daemonset.apps/cray-sysmgmt-health-node-exporter-iscsi        5         5         5       5            5           iscsi=sbps               10d
sysmgmt-health   daemonset.apps/cray-sysmgmt-health-node-exporter-smartmon     8         8         8       8            8           <none>                   10d
sysmgmt-health   daemonset.apps/cray-sysmgmt-health-prometheus-node-exporter   8         8         8       8            8           <none>                   10d
velero           daemonset.apps/restic                                         5         5         5       5            5           <none>                   10d

NAMESPACE            NAME                                                                READY   UP-TO-DATE   AVAILABLE   AGE
argo                 deployment.apps/cray-nls                                            3/3     3            3           10d
argo                 deployment.apps/cray-nls-argo-workflows-server                      3/3     3            3           10d
argo                 deployment.apps/cray-nls-argo-workflows-workflow-controller         2/2     2            2           10d
ceph-cephfs          deployment.apps/cray-ceph-csi-cephfs-provisioner                    3/3     3            3           10d
ceph-rbd             deployment.apps/cray-ceph-csi-rbd-provisioner                       3/3     3            3           10d
cert-manager         deployment.apps/cray-certmanager-cert-manager                       3/3     3            3           10d
cert-manager         deployment.apps/cray-certmanager-cert-manager-cainjector            3/3     3            3           10d
cert-manager         deployment.apps/cray-certmanager-cert-manager-webhook               3/3     3            3           10d
dvs                  deployment.apps/cray-activemq-artemis-operator-controller-manager   1/1     1            1           3d17h
hnc-system           deployment.apps/hnc-controller-manager                              1/1     1            1           10d
istio-operator       deployment.apps/istio-operator                                      1/1     1            1           10d
istio-system         deployment.apps/istio-ingressgateway                                3/3     3            3           10d
istio-system         deployment.apps/istio-ingressgateway-customer-admin                 3/3     3            3           10d
istio-system         deployment.apps/istio-ingressgateway-customer-user                  3/3     3            3           10d
istio-system         deployment.apps/istio-ingressgateway-hmn                            3/3     3            3           10d
istio-system         deployment.apps/istiod                                              3/3     3            3           10d
istio-system         deployment.apps/kiali                                               1/1     1            1           10d
kube-system          deployment.apps/coredns                                             2/2     2            2           10d
kube-system          deployment.apps/metrics-server                                      1/1     1            1           10d
kube-system          deployment.apps/sealed-secrets                                      1/1     1            1           10d
kyverno              deployment.apps/kyverno-admission-controller                        3/3     3            3           10d
kyverno              deployment.apps/kyverno-background-controller                       1/1     1            1           10d
kyverno              deployment.apps/kyverno-cleanup-controller                          1/1     1            1           10d
kyverno              deployment.apps/kyverno-reports-controller                          1/1     1            1           10d
metallb-system       deployment.apps/metallb-controller                                  1/1     1            1           10d
nexus                deployment.apps/nexus                                               1/1     1            1           10d
operators            deployment.apps/cray-kiali-kiali-operator                           1/1     1            1           10d
operators            deployment.apps/strimzi-cluster-operator                            1/1     1            1           10d
pki-operator         deployment.apps/trustedcerts-operator                               3/3     3            3           10d
services             deployment.apps/cfs-ara                                             1/1     1            1           10d
services             deployment.apps/cfs-hwsync-agent                                    1/1     1            1           10d
services             deployment.apps/cfs-trust                                           1/1     1            1           10d
services             deployment.apps/cos-config-service                                  1/1     1            1           3d17h
services             deployment.apps/cray-bos                                            2/2     2            2           10d
services             deployment.apps/cray-bos-db                                         1/1     1            1           10d
services             deployment.apps/cray-bos-operator-actual-state-cleanup              1/1     1            1           10d
services             deployment.apps/cray-bos-operator-configuration                     1/1     1            1           10d
services             deployment.apps/cray-bos-operator-discovery                         1/1     1            1           10d
services             deployment.apps/cray-bos-operator-power-off-forceful                1/1     1            1           10d
services             deployment.apps/cray-bos-operator-power-off-graceful                1/1     1            1           10d
services             deployment.apps/cray-bos-operator-power-on                          1/1     1            1           10d
services             deployment.apps/cray-bos-operator-session-cleanup                   1/1     1            1           10d
services             deployment.apps/cray-bos-operator-session-completion                1/1     1            1           10d
services             deployment.apps/cray-bos-operator-session-setup                     1/1     1            1           10d
services             deployment.apps/cray-bos-operator-status                            1/1     1            1           10d
services             deployment.apps/cray-bss                                            3/3     3            3           10d
services             deployment.apps/cray-capmc                                          3/3     3            3           10d
services             deployment.apps/cray-cfs-api                                        2/2     2            2           10d
services             deployment.apps/cray-cfs-api-db                                     1/1     1            1           10d
services             deployment.apps/cray-cfs-batcher                                    1/1     1            1           10d
services             deployment.apps/cray-cfs-operator                                   1/1     1            1           10d
services             deployment.apps/cray-console-data                                   1/1     1            1           10d
services             deployment.apps/cray-console-operator                               1/1     1            1           10d
services             deployment.apps/cray-cps                                            2/2     2            2           3d17h
services             deployment.apps/cray-dhcp-kea                                       3/3     3            3           10d
services             deployment.apps/cray-dns-powerdns                                   1/1     1            1           10d
services             deployment.apps/cray-dns-unbound                                    3/3     3            3           10d
services             deployment.apps/cray-externaldns-external-dns                       1/1     1            1           10d
services             deployment.apps/cray-fas                                            1/1     1            1           10d
services             deployment.apps/cray-hbtd                                           3/3     3            3           10d
services             deployment.apps/cray-hmnfd                                          3/3     3            3           10d
services             deployment.apps/cray-hms-hmcollector-ingress                        3/3     3            3           10d
services             deployment.apps/cray-hms-hmcollector-poll                           1/1     1            1           10d
services             deployment.apps/cray-hms-rts                                        1/1     1            1           10d
services             deployment.apps/cray-hms-rts-snmp                                   1/1     1            1           10d
services             deployment.apps/cray-ims                                            1/1     1            1           10d
services             deployment.apps/cray-ipxe-aarch64                                   1/1     1            1           10d
services             deployment.apps/cray-ipxe-x86-64                                    1/1     1            1           10d
services             deployment.apps/cray-meds                                           1/1     1            1           10d
services             deployment.apps/cray-node-labels                                    1/1     1            1           10d
services             deployment.apps/cray-oauth2-proxies-customer-access-ingress         1/1     1            1           10d
services             deployment.apps/cray-oauth2-proxies-customer-high-speed-ingress     1/1     1            1           10d
services             deployment.apps/cray-oauth2-proxies-customer-management-ingress     1/1     1            1           10d
services             deployment.apps/cray-postgres-operator                              1/1     1            1           10d
services             deployment.apps/cray-power-control                                  3/3     3            3           10d
services             deployment.apps/cray-powerdns-manager                               1/1     1            1           10d
services             deployment.apps/cray-scsd                                           3/3     3            3           10d
services             deployment.apps/cray-shared-kafka-entity-operator                   1/1     1            1           10d
services             deployment.apps/cray-sls                                            3/3     3            3           10d
services             deployment.apps/cray-smd                                            3/3     3            3           10d
services             deployment.apps/cray-sts                                            3/3     3            3           10d
services             deployment.apps/cray-tftp                                           3/3     3            3           10d
services             deployment.apps/cray-vpa-recommender                                1/1     1            1           10d
services             deployment.apps/cray-vpa-updater                                    1/1     1            1           10d
services             deployment.apps/csm-ssh-keys                                        1/1     1            1           10d
services             deployment.apps/etcd-backup-restore                                 2/2     2            2           10d
services             deployment.apps/gitea-vcs                                           1/1     1            1           10d
services             deployment.apps/nmdv2-service                                       1/1     1            1           3d17h
services             deployment.apps/slingshot-fabric-manager                            1/1     1            1           3d17h
spire                deployment.apps/cray-spire-jwks                                     3/3     3            3           10d
spire                deployment.apps/cray-spire-postgres-pooler                          3/3     3            3           10d
spire                deployment.apps/spire-jwks                                          3/3     3            3           10d
spire                deployment.apps/spire-postgres-pooler                               3/3     3            3           10d
sshot-net-operator   deployment.apps/sshot-net-operator                                  1/1     1            1           3d17h
sysmgmt-health       deployment.apps/cray-sysmgmt-health-canu-test                       1/1     1            1           10d
sysmgmt-health       deployment.apps/cray-sysmgmt-health-grafana                         1/1     1            1           10d
sysmgmt-health       deployment.apps/cray-sysmgmt-health-grok-exporter                   3/3     3            3           10d
sysmgmt-health       deployment.apps/cray-sysmgmt-health-kube-state-metrics              1/1     1            1           10d
sysmgmt-health       deployment.apps/cray-sysmgmt-health-logstash-exporter               1/1     1            1           10d
sysmgmt-health       deployment.apps/cray-sysmgmt-health-prometheus-snmp-exporter        1/1     1            1           10d
sysmgmt-health       deployment.apps/cray-sysmgmt-health-redfish-exporter                1/1     1            1           10d
sysmgmt-health       deployment.apps/cray-sysmgmt-health-victoria-metrics-operator       1/1     1            1           10d
sysmgmt-health       deployment.apps/vmagent-vms-0                                       2/2     2            2           10d
sysmgmt-health       deployment.apps/vmagent-vms-1                                       2/2     2            2           10d
sysmgmt-health       deployment.apps/vmalert-vms                                         1/1     1            1           10d
sysmgmt-health       deployment.apps/vminsert-vms                                        2/2     2            2           10d
tapms-operator       deployment.apps/cray-tapms-operator                                 1/1     1            1           10d
vault                deployment.apps/cray-vault-configurer                               1/1     1            1           10d
vault                deployment.apps/cray-vault-operator                                 1/1     1            1           10d
velero               deployment.apps/cray-velero                                         1/1     1            1           10d

NAMESPACE            NAME                                                                          DESIRED   CURRENT   READY   AGE
argo                 replicaset.apps/cray-nls-5bd575bf74                                           0         0         0       2d8h
argo                 replicaset.apps/cray-nls-5db5b88c8b                                           0         0         0       10d
argo                 replicaset.apps/cray-nls-argo-workflows-server-564cd584d9                     3         3         3       10d
argo                 replicaset.apps/cray-nls-argo-workflows-workflow-controller-6cdc74f748        2         2         2       10d
argo                 replicaset.apps/cray-nls-bfd94746b                                            3         3         3       2d6h
ceph-cephfs          replicaset.apps/cray-ceph-csi-cephfs-provisioner-788df75f76                   3         3         3       10d
ceph-rbd             replicaset.apps/cray-ceph-csi-rbd-provisioner-6974c7d78b                      3         3         3       10d
cert-manager         replicaset.apps/cray-certmanager-cert-manager-7d8995464d                      3         3         3       10d
cert-manager         replicaset.apps/cray-certmanager-cert-manager-cainjector-6c7845f6dc           3         3         3       10d
cert-manager         replicaset.apps/cray-certmanager-cert-manager-webhook-57dbbff888              3         3         3       10d
dvs                  replicaset.apps/cray-activemq-artemis-operator-controller-manager-958999f86   1         1         1       3d17h
hnc-system           replicaset.apps/hnc-controller-manager-56c97b978d                             1         1         1       10d
istio-operator       replicaset.apps/istio-operator-5695f4cd46                                     1         1         1       10d
istio-system         replicaset.apps/istio-ingressgateway-94df8f964                                3         3         3       10d
istio-system         replicaset.apps/istio-ingressgateway-customer-admin-ffc69c5f                  3         3         3       10d
istio-system         replicaset.apps/istio-ingressgateway-customer-user-77fbcc86d7                 3         3         3       10d
istio-system         replicaset.apps/istio-ingressgateway-hmn-785b96ddb8                           3         3         3       10d
istio-system         replicaset.apps/istiod-6bb7bc7fb9                                             3         3         3       10d
istio-system         replicaset.apps/kiali-7cf8968ff4                                              1         1         1       10d
kube-system          replicaset.apps/coredns-57dd9dd49d                                            0         0         0       10d
kube-system          replicaset.apps/coredns-59cc8dbcc8                                            2         2         2       10d
kube-system          replicaset.apps/coredns-8845c5db5                                             0         0         0       10d
kube-system          replicaset.apps/metrics-server-545fcf988f                                     1         1         1       10d
kube-system          replicaset.apps/sealed-secrets-685b8dc459                                     1         1         1       10d
kyverno              replicaset.apps/kyverno-admission-controller-5fb8868644                       3         3         3       10d
kyverno              replicaset.apps/kyverno-admission-controller-74b95b8bcb                       0         0         0       10d
kyverno              replicaset.apps/kyverno-background-controller-5bb9c4566d                      1         1         1       10d
kyverno              replicaset.apps/kyverno-cleanup-controller-5569cb8948                         1         1         1       10d
kyverno              replicaset.apps/kyverno-reports-controller-599f875b5b                         1         1         1       10d
metallb-system       replicaset.apps/metallb-controller-564f6966f                                  1         1         1       10d
metallb-system       replicaset.apps/metallb-controller-796b7bbcb8                                 0         0         0       10d
nexus                replicaset.apps/nexus-84f59cbb6                                               1         1         1       10d
operators            replicaset.apps/cray-kiali-kiali-operator-66645594fc                          1         1         1       10d
operators            replicaset.apps/strimzi-cluster-operator-569c45b5d                            1         1         1       10d
pki-operator         replicaset.apps/trustedcerts-operator-f546977cb                               3         3         3       10d
services             replicaset.apps/cfs-ara-7f56fdf8b4                                            1         1         1       10d
services             replicaset.apps/cfs-hwsync-agent-b4b6657d5                                    1         1         1       10d
services             replicaset.apps/cfs-trust-68fc9fcdb4                                          1         1         1       10d
services             replicaset.apps/cos-config-service-c9b948f98                                  1         1         1       3d17h
services             replicaset.apps/cray-bos-75bb8ddbf9                                           2         2         2       10d
services             replicaset.apps/cray-bos-db-788bcbc84c                                        1         1         1       10d
services             replicaset.apps/cray-bos-operator-actual-state-cleanup-576b95fdc6             1         1         1       10d
services             replicaset.apps/cray-bos-operator-configuration-7856b8fc78                    1         1         1       10d
